,Type,variable_1,Description,path,variable_2
271,REG_PLOT,Minimum_Turning_Radius(meter),"Minimum_Turning_Radius(meter) vs Ex-Showroom_Price(Rs) has a negative corelation. The slope and intercept are -270.5 and 4600081.14 , respectively",./static/img/REG_PLOT/negative/Minimum_Turning_Radius(meter)_Ex-Showroom_Price(Rs).png,Ex-Showroom_Price(Rs)
272,REG_PLOT,Minimum_Turning_Radius(meter),"Minimum_Turning_Radius(meter) vs Cylinders has a negative corelation. The slope and intercept are -0.0 and 4.36 , respectively",./static/img/REG_PLOT/negative/Minimum_Turning_Radius(meter)_Cylinders.png,Cylinders
273,REG_PLOT,Minimum_Turning_Radius(meter),"Minimum_Turning_Radius(meter) vs Height(mm) has a positive corelation. The slope and intercept are 0.2 and 1589.0 , respectively",./static/img/REG_PLOT/positive/Minimum_Turning_Radius(meter)_Height(mm).png,Height(mm)
274,REG_PLOT,Minimum_Turning_Radius(meter),"Minimum_Turning_Radius(meter) vs Length(mm) has a positive corelation. The slope and intercept are 0.2 and 4294.49 , respectively",./static/img/REG_PLOT/positive/Minimum_Turning_Radius(meter)_Length(mm).png,Length(mm)
275,REG_PLOT,Minimum_Turning_Radius(meter),"Minimum_Turning_Radius(meter) vs Width(mm) has a positive corelation. The slope and intercept are 0.0 and 1788.28 , respectively",./static/img/REG_PLOT/positive/Minimum_Turning_Radius(meter)_Width(mm).png,Width(mm)
276,REG_PLOT,Minimum_Turning_Radius(meter),"Minimum_Turning_Radius(meter) vs City_Mileage(km_per_litre) has a negative corelation. The slope and intercept are -0.0 and 51.95 , respectively",./static/img/REG_PLOT/negative/Minimum_Turning_Radius(meter)_City_Mileage(km_per_litre).png,City_Mileage(km_per_litre)
277,REG_PLOT,Minimum_Turning_Radius(meter),"Minimum_Turning_Radius(meter) vs Ground_Clearance(mm) has a positive corelation. The slope and intercept are 0.0 and 179.69 , respectively",./static/img/REG_PLOT/positive/Minimum_Turning_Radius(meter)_Ground_Clearance(mm).png,Ground_Clearance(mm)
278,REG_PLOT,Minimum_Turning_Radius(meter),"Minimum_Turning_Radius(meter) vs Seating_Capacity has a positive corelation. The slope and intercept are 0.0 and 5.25 , respectively",./static/img/REG_PLOT/positive/Minimum_Turning_Radius(meter)_Seating_Capacity.png,Seating_Capacity
279,REG_PLOT,Minimum_Turning_Radius(meter),"Minimum_Turning_Radius(meter) vs Wheelbase has a positive corelation. The slope and intercept are 0.1 and 2629.75 , respectively",./static/img/REG_PLOT/positive/Minimum_Turning_Radius(meter)_Wheelbase.png,Wheelbase
280,REG_PLOT,Minimum_Turning_Radius(meter),"Minimum_Turning_Radius(meter) vs Number_of_Airbags has a positive corelation. The slope and intercept are 0.0 and 3.81 , respectively",./static/img/REG_PLOT/positive/Minimum_Turning_Radius(meter)_Number_of_Airbags.png,Number_of_Airbags
281,REG_PLOT,Number_of_Airbags,"Number_of_Airbags vs Ex-Showroom_Price(Rs) has a positive corelation. The slope and intercept are 1671645.1 and -1771696.36 , respectively",./static/img/REG_PLOT/positive/Number_of_Airbags_Ex-Showroom_Price(Rs).png,Ex-Showroom_Price(Rs)
282,REG_PLOT,Number_of_Airbags,"Number_of_Airbags vs Cylinders has a positive corelation. The slope and intercept are 0.3 and 3.24 , respectively",./static/img/REG_PLOT/positive/Number_of_Airbags_Cylinders.png,Cylinders
283,REG_PLOT,Number_of_Airbags,"Number_of_Airbags vs Height(mm) has a positive corelation. The slope and intercept are 2.7 and 1580.9 , respectively",./static/img/REG_PLOT/positive/Number_of_Airbags_Height(mm).png,Height(mm)
284,REG_PLOT,Number_of_Airbags,"Number_of_Airbags vs Length(mm) has a positive corelation. The slope and intercept are 123.5 and 3826.51 , respectively",./static/img/REG_PLOT/positive/Number_of_Airbags_Length(mm).png,Length(mm)
285,REG_PLOT,Number_of_Airbags,"Number_of_Airbags vs Width(mm) has a positive corelation. The slope and intercept are 35.0 and 1655.14 , respectively",./static/img/REG_PLOT/positive/Number_of_Airbags_Width(mm).png,Width(mm)
286,REG_PLOT,Number_of_Airbags,"Number_of_Airbags vs City_Mileage(km_per_litre) has a negative corelation. The slope and intercept are -6.8 and 77.74 , respectively",./static/img/REG_PLOT/negative/Number_of_Airbags_City_Mileage(km_per_litre).png,City_Mileage(km_per_litre)
287,REG_PLOT,Number_of_Airbags,"Number_of_Airbags vs Ground_Clearance(mm) has a positive corelation. The slope and intercept are 1.3 and 174.87 , respectively",./static/img/REG_PLOT/positive/Number_of_Airbags_Ground_Clearance(mm).png,Ground_Clearance(mm)
288,REG_PLOT,Number_of_Airbags,"Number_of_Airbags vs Seating_Capacity has a negative corelation. The slope and intercept are -0.0 and 5.28 , respectively",./static/img/REG_PLOT/negative/Number_of_Airbags_Seating_Capacity.png,Seating_Capacity
289,REG_PLOT,Number_of_Airbags,"Number_of_Airbags vs Wheelbase has a positive corelation. The slope and intercept are 53.1 and 2429.24 , respectively",./static/img/REG_PLOT/positive/Number_of_Airbags_Wheelbase.png,Wheelbase
290,REG_PLOT,Number_of_Airbags,"Number_of_Airbags vs Minimum_Turning_Radius(meter) has a positive corelation. The slope and intercept are 0.6 and 10.92 , respectively",./static/img/REG_PLOT/positive/Number_of_Airbags_Minimum_Turning_Radius(meter).png,Minimum_Turning_Radius(meter)
291,BAR,Drivetrain,"Among Drivetrain , Central_Locking is available in most number of FWD (Front Wheel Drive) and least available in Not Specified.",./static/img/BAR/Drivetrain_Central_Locking.png,Central_Locking
292,BAR,Drivetrain,"Among Drivetrain , Auto-Dimming_Rear-View_Mirror is available in most number of FWD (Front Wheel Drive) and least available in Not Specified.",./static/img/BAR/Drivetrain_Auto-Dimming_Rear-View_Mirror.png,Auto-Dimming_Rear-View_Mirror
293,BAR,Drivetrain,"Among Drivetrain , Navigation_System is available in most number of FWD (Front Wheel Drive) and least available in Not Specified.",./static/img/BAR/Drivetrain_Navigation_System.png,Navigation_System
294,BAR,Drivetrain,"Among Drivetrain , Second_Row_AC_Vents is available in most number of FWD (Front Wheel Drive) and least available in Not Specified.",./static/img/BAR/Drivetrain_Second_Row_AC_Vents.png,Second_Row_AC_Vents
295,BAR,Drivetrain,"Among Drivetrain , Rain_Sensing_Wipers is available in most number of FWD (Front Wheel Drive) and least available in Not Specified.",./static/img/BAR/Drivetrain_Rain_Sensing_Wipers.png,Rain_Sensing_Wipers
296,BAR,Emission_Norm,"Among Emission_Norm , Central_Locking is available in most number of BS IV and least available in Not Specified.",./static/img/BAR/Emission_Norm_Central_Locking.png,Central_Locking
297,BAR,Emission_Norm,"Among Emission_Norm , Auto-Dimming_Rear-View_Mirror is available in most number of BS 6 and least available in BS III.",./static/img/BAR/Emission_Norm_Auto-Dimming_Rear-View_Mirror.png,Auto-Dimming_Rear-View_Mirror
298,BAR,Emission_Norm,"Among Emission_Norm , Navigation_System is available in most number of BS IV and least available in BS VI.",./static/img/BAR/Emission_Norm_Navigation_System.png,Navigation_System
299,BAR,Emission_Norm,"Among Emission_Norm , Second_Row_AC_Vents is available in most number of BS IV and least available in Not Specified.",./static/img/BAR/Emission_Norm_Second_Row_AC_Vents.png,Second_Row_AC_Vents
300,BAR,Emission_Norm,"Among Emission_Norm , Rain_Sensing_Wipers is available in most number of BS IV and least available in BS VI.",./static/img/BAR/Emission_Norm_Rain_Sensing_Wipers.png,Rain_Sensing_Wipers
301,BAR,Fuel_Type,"Among Fuel_Type , Central_Locking is available in most number of Petrol and least available in CNG + Petrol.",./static/img/BAR/Fuel_Type_Central_Locking.png,Central_Locking
302,BAR,Fuel_Type,"Among Fuel_Type , Auto-Dimming_Rear-View_Mirror is available in most number of Petrol and least available in CNG + Petrol.",./static/img/BAR/Fuel_Type_Auto-Dimming_Rear-View_Mirror.png,Auto-Dimming_Rear-View_Mirror
303,BAR,Fuel_Type,"Among Fuel_Type , Navigation_System is available in most number of Petrol and least available in CNG.",./static/img/BAR/Fuel_Type_Navigation_System.png,Navigation_System
304,BAR,Fuel_Type,"Among Fuel_Type , Second_Row_AC_Vents is available in most number of Diesel and least available in CNG.",./static/img/BAR/Fuel_Type_Second_Row_AC_Vents.png,Second_Row_AC_Vents
305,BAR,Fuel_Type,"Among Fuel_Type , Rain_Sensing_Wipers is available in most number of Petrol and least available in Electric.",./static/img/BAR/Fuel_Type_Rain_Sensing_Wipers.png,Rain_Sensing_Wipers
306,BAR,Body_Type,"Among Body_Type , Central_Locking is available in most number of SUV and least available in Coupe, Convertible.",./static/img/BAR/Body_Type_Central_Locking.png,Central_Locking
307,BAR,Body_Type,"Among Body_Type , Auto-Dimming_Rear-View_Mirror is available in most number of SUV and least available in Crossover, SUV.",./static/img/BAR/Body_Type_Auto-Dimming_Rear-View_Mirror.png,Auto-Dimming_Rear-View_Mirror
308,BAR,Body_Type,"Among Body_Type , Navigation_System is available in most number of SUV and least available in Coupe, Convertible.",./static/img/BAR/Body_Type_Navigation_System.png,Navigation_System
309,BAR,Body_Type,"Among Body_Type , Second_Row_AC_Vents is available in most number of SUV and least available in Sedan, Coupe.",./static/img/BAR/Body_Type_Second_Row_AC_Vents.png,Second_Row_AC_Vents
310,BAR,Body_Type,"Among Body_Type , Rain_Sensing_Wipers is available in most number of SUV and least available in Coupe, Convertible.",./static/img/BAR/Body_Type_Rain_Sensing_Wipers.png,Rain_Sensing_Wipers
311,BAR,Gears,"Among Gears , Central_Locking is available in most number of 5 and least available in 7 Dual Clutch.",./static/img/BAR/Gears_Central_Locking.png,Central_Locking
312,BAR,Gears,"Among Gears , Auto-Dimming_Rear-View_Mirror is available in most number of 5 and least available in 7 Dual Clutch.",./static/img/BAR/Gears_Auto-Dimming_Rear-View_Mirror.png,Auto-Dimming_Rear-View_Mirror
313,BAR,Gears,"Among Gears , Navigation_System is available in most number of 5 and least available in 7 Dual Clutch.",./static/img/BAR/Gears_Navigation_System.png,Navigation_System
314,BAR,Gears,"Among Gears , Second_Row_AC_Vents is available in most number of 6 and least available in 4.",./static/img/BAR/Gears_Second_Row_AC_Vents.png,Second_Row_AC_Vents
315,BAR,Gears,"Among Gears , Rain_Sensing_Wipers is available in most number of 8 and least available in 4.",./static/img/BAR/Gears_Rain_Sensing_Wipers.png,Rain_Sensing_Wipers
316,BAR,Front_Brakes,"Among Front_Brakes , Central_Locking is available in most number of Ventilated Disc and least available in Drum.",./static/img/BAR/Front_Brakes_Central_Locking.png,Central_Locking
317,BAR,Front_Brakes,"Among Front_Brakes , Auto-Dimming_Rear-View_Mirror is available in most number of Ventilated Disc and least available in Drum.",./static/img/BAR/Front_Brakes_Auto-Dimming_Rear-View_Mirror.png,Auto-Dimming_Rear-View_Mirror
318,BAR,Front_Brakes,"Among Front_Brakes , Navigation_System is available in most number of Ventilated Disc and least available in Drum.",./static/img/BAR/Front_Brakes_Navigation_System.png,Navigation_System
319,BAR,Front_Brakes,"Among Front_Brakes , Second_Row_AC_Vents is available in most number of Ventilated Disc and least available in Drum.",./static/img/BAR/Front_Brakes_Second_Row_AC_Vents.png,Second_Row_AC_Vents
320,BAR,Front_Brakes,"Among Front_Brakes , Rain_Sensing_Wipers is available in most number of Ventilated Disc and least available in Drum.",./static/img/BAR/Front_Brakes_Rain_Sensing_Wipers.png,Rain_Sensing_Wipers
321,BAR,Rear_Brakes,"Among Rear_Brakes , Central_Locking is available in most number of Drum and least available in Not Specified.",./static/img/BAR/Rear_Brakes_Central_Locking.png,Central_Locking
322,BAR,Rear_Brakes,"Among Rear_Brakes , Auto-Dimming_Rear-View_Mirror is available in most number of Drum and least available in Solid Disc.",./static/img/BAR/Rear_Brakes_Auto-Dimming_Rear-View_Mirror.png,Auto-Dimming_Rear-View_Mirror
323,BAR,Rear_Brakes,"Among Rear_Brakes , Navigation_System is available in most number of Ventilated Disc and least available in Not Specified.",./static/img/BAR/Rear_Brakes_Navigation_System.png,Navigation_System
324,BAR,Rear_Brakes,"Among Rear_Brakes , Second_Row_AC_Vents is available in most number of Ventilated Disc and least available in Not Specified.",./static/img/BAR/Rear_Brakes_Second_Row_AC_Vents.png,Second_Row_AC_Vents
325,BAR,Rear_Brakes,"Among Rear_Brakes , Rain_Sensing_Wipers is available in most number of Ventilated Disc and least available in Solid Disc.",./static/img/BAR/Rear_Brakes_Rain_Sensing_Wipers.png,Rain_Sensing_Wipers
326,BAR,Power_Steering,"Among Power_Steering , Central_Locking is available in most number of Electric Power and least available in Electric Power, Hydraulic Power.",./static/img/BAR/Power_Steering_Central_Locking.png,Central_Locking
327,BAR,Power_Steering,"Among Power_Steering , Auto-Dimming_Rear-View_Mirror is available in most number of Electric Power and least available in Electric Power, Hydraulic Power.",./static/img/BAR/Power_Steering_Auto-Dimming_Rear-View_Mirror.png,Auto-Dimming_Rear-View_Mirror
328,BAR,Power_Steering,"Among Power_Steering , Navigation_System is available in most number of Electric Power and least available in Electric Power, Hydraulic Power.",./static/img/BAR/Power_Steering_Navigation_System.png,Navigation_System
329,BAR,Power_Steering,"Among Power_Steering , Second_Row_AC_Vents is available in most number of Electric Power and least available in Not Specified.",./static/img/BAR/Power_Steering_Second_Row_AC_Vents.png,Second_Row_AC_Vents
330,BAR,Power_Steering,"Among Power_Steering , Rain_Sensing_Wipers is available in most number of Electric Power and least available in Not Specified.",./static/img/BAR/Power_Steering_Rain_Sensing_Wipers.png,Rain_Sensing_Wipers
331,BAR,Power_Windows,"Among Power_Windows , Central_Locking is available in most number of All Windows and least available in Not Specified.",./static/img/BAR/Power_Windows_Central_Locking.png,Central_Locking
332,BAR,Power_Windows,"Among Power_Windows , Auto-Dimming_Rear-View_Mirror is available in most number of All Windows and least available in Not Specified.",./static/img/BAR/Power_Windows_Auto-Dimming_Rear-View_Mirror.png,Auto-Dimming_Rear-View_Mirror
333,BAR,Power_Windows,"Among Power_Windows , Navigation_System is available in most number of All Windows and least available in Not Specified.",./static/img/BAR/Power_Windows_Navigation_System.png,Navigation_System
334,BAR,Power_Windows,"Among Power_Windows , Second_Row_AC_Vents is available in most number of All Windows and least available in Not Specified.",./static/img/BAR/Power_Windows_Second_Row_AC_Vents.png,Second_Row_AC_Vents
335,BAR,Power_Windows,"Among Power_Windows , Rain_Sensing_Wipers is available in most number of All Windows and least available in Only Front Windows.",./static/img/BAR/Power_Windows_Rain_Sensing_Wipers.png,Rain_Sensing_Wipers
336,BAR,Keyless_Entry,"Among Keyless_Entry , Central_Locking is available in most number of Smart Key and least available in Smart Key, Remote.",./static/img/BAR/Keyless_Entry_Central_Locking.png,Central_Locking
337,BAR,Keyless_Entry,"Among Keyless_Entry , Auto-Dimming_Rear-View_Mirror is available in most number of Smart Key and least available in Remote, Smart Key.",./static/img/BAR/Keyless_Entry_Auto-Dimming_Rear-View_Mirror.png,Auto-Dimming_Rear-View_Mirror
338,BAR,Keyless_Entry,"Among Keyless_Entry , Navigation_System is available in most number of Smart Key and least available in Remote, Smart Key.",./static/img/BAR/Keyless_Entry_Navigation_System.png,Navigation_System
339,BAR,Keyless_Entry,"Among Keyless_Entry , Second_Row_AC_Vents is available in most number of Smart Key and least available in Remote, Smart Key.",./static/img/BAR/Keyless_Entry_Second_Row_AC_Vents.png,Second_Row_AC_Vents
340,BAR,Keyless_Entry,"Among Keyless_Entry , Rain_Sensing_Wipers is available in most number of Smart Key and least available in Remote, Smart Key.",./static/img/BAR/Keyless_Entry_Rain_Sensing_Wipers.png,Rain_Sensing_Wipers
341,BAR,Type,"Among Type , Central_Locking is available in most number of Manual and least available in Not Specified.",./static/img/BAR/Type_Central_Locking.png,Central_Locking
342,BAR,Type,"Among Type , Auto-Dimming_Rear-View_Mirror is available in most number of Manual and least available in CVT.",./static/img/BAR/Type_Auto-Dimming_Rear-View_Mirror.png,Auto-Dimming_Rear-View_Mirror
343,BAR,Type,"Among Type , Navigation_System is available in most number of Automatic and least available in Not Specified.",./static/img/BAR/Type_Navigation_System.png,Navigation_System
344,BAR,Type,"Among Type , Second_Row_AC_Vents is available in most number of Automatic and least available in Not Specified.",./static/img/BAR/Type_Second_Row_AC_Vents.png,Second_Row_AC_Vents
